Company Name,Funded Date,Funded Amount,Fund Type,Company Linkedin Url,Website,Industries
Truecopy Think,2020-03-01,,Grant,https://www.linkedin.com/company/truecopy-magazine-llp/?originalSubdomain=in,https://truecopythink.media/,Content and Publishing
IMrobonix,2020-03-01,,Seed,https://www.linkedin.com/company/imrobonix/,https://imrobonix.com/index.html,Artificial Intelligence (AI)
Kaloory,2020-03-01,,Pre-Seed,https://www.linkedin.com/company/kaloory/,https://www.kaloory.com/,Education
Abhicure Technologies,2020-03-01,,Seed,https://www.linkedin.com/company/abhicure-technologies/,https://www.abhicure.com,Health Care
Vimaana Aerospace Technologies,2020-03-01,,Seed,https://www.linkedin.com/company/vimaana-aerospace-technologies/,https://www.vimaanatech.com/,Consumer Electronics
DIME Klear India,2020-03-01,,Seed,https://www.linkedin.com/company/dime-klear-india/,https://www.dimeindia.in,Professional Services
My Chapter One Reading Gym,2020-03-01,,Non-equity Assistance,https://www.linkedin.com/company/my-chapter-one-reading-gym/,https://mychapterone.com/,Apps
BornBright,2020-03-01,,Non-equity Assistance,https://www.linkedin.com/company/born-bright/,https://www.bornbright.in/,Administrative Services
Target PEAK,2020-03-01,,Pre-Seed,https://www.linkedin.com/company/targetpeakapp/?originalSubdomain=in,https://www.targetpeak.in/,Apps
Article 14,2020-03-01,,Grant,https://www.linkedin.com/company/article14live/,https://article-14.com/,Internet Services
StartRealityPro,2020-03-01,,Pre-Seed,https://www.linkedin.com/company/start-reality/,https://startrealitypro.blogspot.com/,Education
WeAssist Consultancy,2020-03-01,,Seed,https://www.linkedin.com/company/weassistofficial/,https://www.weassistconsultancy.com/,Administrative Services
ThisDay,2020-03-01,,Venture - Series Unknown,https://www.linkedin.com/showcase/thisdaybyekank/,https://www.thisday.app/,Apps
SAR Cellulabs,2020-03-01,,Seed,https://www.linkedin.com/company/sarcellulabs/,https://sarcellulabs.com/,Biotechnology
Yagen Robotics,2020-03-01,,Grant,https://www.linkedin.com/company/yagenrobotics/?originalSubdomain=in,https://www.yagenrobotics.com/,Artificial Intelligence (AI)
The Kenko Life,2020-03-01,,Angel,https://www.linkedin.com/company/the-kenko-life,https://thekenkolife.com/,Apps
Mojo.Green,2020-03-01,,Seed,https://www.linkedin.com/company/mojogreen/,https://www.mojo.green/,Energy
Unboxing Art,2020-03-01,,Seed,https://www.linkedin.com/company/unboxing-art/,https://www.unboxingart.in/,Education
Democratic Charkha,2020-03-01,,Grant,https://www.linkedin.com/company/democratic-charkha/,https://democraticcharkha.in,Content and Publishing
Sehet,2020-03-01,,Pre-Seed,https://www.linkedin.com/company/sehet-in/,https://sehet.in/,Apps
ACS Jewels and Stones,2020-03-01,,Seed,https://www.linkedin.com/company/acs-jewels-and-stones-private-limited/,https://www.acsjewels.com/,Commerce and Shopping
Careway,2020-03-01,,Seed,https://www.linkedin.com/company/careway-products/,https://www.carewayproducts.com/,Health Care
Aptcoder,2020-03-01,,Seed,https://www.linkedin.com/company/aptcoder/,https://aptcoder.com/,Education
Next Skills 360,2020-03-01,,Seed,https://www.linkedin.com/company/nextskills360/,https://www.NextSkills360.in,AI
Foodio,2020-03-01,,Pre-Seed,https://www.linkedin.com/company/foodio-your-food-studio/,https://www.foodio.tech/,Food and Beverage
Krishikan,2020-03-01,,Seed,https://in.linkedin.com/company/krishikan-krishikan-private-limited,https://krishikan.com/,Agriculture and Farming
Genomiki,2020-03-01,,Pre-Seed,https://www.linkedin.com/company/genomiki/?originalSubdomain=in,https://www.genomiki.com/,Information Technology
Pompah!,2020-03-01,,Non-equity Assistance,https://www.linkedin.com/company/pompah/,https://pompah.com/,Internet Services
Hillagri,2020-09-09,,Seed,https://www.linkedin.com/company/balh-valley-agritech-private-limited/,https://www.hillagri.com/,Agriculture and Farming
DATA PKT Aviation,2020-09-09,,Pre-Seed,https://www.linkedin.com/company/data-pkt-aviation/,https://www.datapktaviation.com/,Consumer Electronics
Yenna Tech,2020-09-09,,Pre-Seed,https://www.linkedin.com/company/yenna-tech-private-limited/,https://yenna.tech/,Financial Services
Edgenus,2020-09-09,,Seed,https://www.linkedin.com/company/edgenus-talent-incubation-ltd/?originalSubdomain=in,https://www.edgenus.com/,Education
Hala Mobility,2024-11-04,510000000,Seed,https://www.linkedin.com/company/hala-mobility,https://halamobility.in,"Rental, Ride Sharing, Transportation"
Homversity,2024-11-28,1000000,Seed,https://www.linkedin.com/homversity,https://www.homversity.com,Information Technology
Finarkein Analytics,2024-08-27,4750000,Seed,https://www.linkedin.com/company/finarkein/,https://finarkein.com,"Analytics, Big Data, Information Technology, Software"
Loopworm,2022-08-24,3400000,Seed,https://www.linkedin.com/company/loopwormbio,https://loopworm.in,"Agriculture, Animal Feed, Aquaculture, Biotechnology"
chargeMOD,2023-08-10,25000000,Pre-Seed,https://www.linkedin.com/company/chargemod,https://chargemod.com,"Charging Infrastructure, Electrical Distribution, Service Industry"
TravClan,2022-04-28,360000000,Seed,https://www.linkedin.com/company/travclanb2b,https://www.travclan.com,"B2B, Internet, Leisure, Travel"
Latambarcem Brewers,2024-07-29,1500000,Seed,https://www.linkedin.com/company/lbpl,https://lbbrewers.com,"Food and Beverage, Wine And Spirits, Winery"
Heliware,2024-11-05,40000000,Seed,https://www.linkedin.com/company/sgr-labs,https://www.heliware.co.in,"3D Technology, Analytics, Artificial Intelligence (AI), Geospatial"
Arcana Network,2023-01-10,,Seed,https://www.linkedin.com/company/arcana-network,https://arcana.network,"Blockchain, Cloud Storage, Cyber Security, Developer Platform"
Fresh From Farm,2024-05-02,2000000,Seed,https://www.linkedin.com/company/farmingv2/,https://freshfromfarm.in/,"Farming, Fruit"
KBCols sciences,2023-06-30,100000000,Seed,https://in.linkedin.com/company/kbcols-sciences-pvt-ltd-official-account,https://www.kbcolssciences.com/,Biotechnology
CloudFeather Games,2022-06-21,1250000,Seed,https://www.linkedin.com/company/cloudfeathergames,https://cloudfeathergames.com,"Gaming, Online Games"
EndureAir,2022-07-19,135000000,Seed,https://www.linkedin.com/company/endureair,https://endureair.tech,Aerospace
Stack Wealth,2022-03-23,,Seed,https://www.linkedin.com/company/stackfinance/,https://www.stackwealth.in/,"Banking, Financial Services, FinTech, Personal Finance"
Sivi AI,2022-03-30,650000,Pre-Seed,https://www.linkedin.com/company/sivi-ai,https://sivi.ai/,"Artificial Intelligence (AI), Generative AI, Graphic Design, Information Technology"
Pidge,2023-03-06,245000000,Seed,https://www.linkedin.com/company/pidge-mobility,https://www.pidge.in,"Delivery, Logistics, SaaS, Software"
Wify,2024-07-01,250000000,Seed,https://www.linkedin.com/company/wifytechnologies,https://home.wify.co.in,"Home Decor, Home Improvement, Home Services, Information Technology"
Wobot Intelligence,2024-10-22,3000000,Seed,https://www.linkedin.com/company/wobot-ai/,https://www.wobot.ai/,"Artificial Intelligence (AI), Computer Vision, Enterprise Software, Machine Learning"
Primaa,2024-11-18,5000000,Seed,https://www.linkedin.com/company/primaa/,https://www.primaalab.com/,"Health Care, Software"
Jovian,2022-05-24,120000000,Seed,https://www.linkedin.com/school/jovianhq,https://jovian.com,"E-Learning, Education, MOOC"
Infilect,2022-07-26,,Seed,https://www.linkedin.com/company/infilect,https://infilect.com,"Artificial Intelligence (AI), B2B, Computer Vision, Retail Technology"
The Health Factory,2024-09-25,3500000,Seed,https://www.linkedin.com/company/the-health-factory/,https://thehealthfactory.in,"Food and Beverage, Food Delivery, Health Care"
Arata,2022-05-11,35000000,Seed,https://www.linkedin.com/company/aratazerochemicals/,https://www.arata.in/,"Cosmetics, E-Commerce"
COOX,2024-10-28,10500000,Seed,https://www.linkedin.com/company/cooxonline/,https://coox.in,"Food and Beverage, Home Services, Internet"
Game Theory,2023-10-16,166000000,Seed,https://www.linkedin.com/company/game-theory-sports/,https://www.gametheory.in/,"Fitness, Gamification, Recreation, Sports"
Data Science Wizards,2024-10-15,1400000,Seed,https://www.linkedin.com/company/data-science-wizards/,https://datasciencewizards.ai/,"Analytics, Artificial Intelligence (AI), Big Data, Machine Learning"
Anveshan,2024-02-09,1888333,Seed,https://www.linkedin.com/company/anveshan-farm/about/,https://www.anveshan.farm/,"Food and Beverage, Health Care, Organic Food"
Social Hardware International,2024-10-10,32000000,Seed,https://www.linkedin.com/company/social-hardware/,https://www.socialhardware.in/,"Augmented Reality, Machine Learning, Manufacturing, Robotics"
Freakins,2023-07-05,330000000,Seed,https://www.linkedin.com/company/whatsyourfreak,https://freakins.com,"E-Commerce, Fashion"
AlgoBulls,2022-12-06,180000000,Seed,https://www.linkedin.com/company/algobulls,https://algobulls.com/,"Financial Services, Marketplace, SaaS, Trading Platform"
Accio Robotics,2024-01-09,150000000,Seed,https://www.linkedin.com/company/acciorobotics/,https://www.acciorobotics.com/,"Manufacturing, Robotics"
Manastu Space,2023-10-26,3000000,Seed,https://www.linkedin.com/company/manastu-space,https://www.manastuspace.com,"Logistics, Space Travel"
Intugine Technologies,2022-11-29,190000000,Seed,http://www.linkedin.com/company/intugine-technologies,https://www.intugine.com,"Internet of Things, Logistics, Real Time, SaaS"
Tring,2022-10-19,5000000,Seed,https://in.linkedin.com/company/tringindia?trk=public_profile_experience-item_result-card_image-click,https://www.tring.co.in/,"Internet, Social Media"
Twyn,2023-11-30,1250000,Seed,https://www.linkedin.com/company/twyn-global/?originalSubdomain=in,https://twyn.org/,"Artificial Intelligence (AI), Intelligent Systems, Software"
Noccarc,2024-02-13,166000000,Seed,https://www.linkedin.com/company/noccarc,https://noccarc.com/,"Health Care, Manufacturing, Medical Device"
MIRAGGIO,2023-11-28,100000000,Seed,https://www.linkedin.com/company/miraggio,https://miraggiolife.com/,E-Commerce
The Yarn Bazaar,2023-06-19,150000000,Seed,https://www.linkedin.com/company/theyarnbazaar,https://theyarnbazaar.com,"B2B, E-Commerce, Textiles"
LetsDressUp,2024-06-25,110000000,Seed,https://www.linkedin.com/company/letsdressup-ldu,https://www.letsdressup.in,Fashion
Anveya,2022-02-08,80000000,Seed,https://www.linkedin.com/company/anveya/,https://www.anveya.com/,"Beauty, Cosmetics, E-Commerce"
OneDios,2024-01-13,,Seed,https://www.linkedin.com/company/onedios/about/,https://www.onedios.com/,"Customer Service, Information Technology"
Morphle Labs,2022-05-01,1200000,Seed,https://www.linkedin.com/company/morphle,https://morphlelabs.com/,"Health Care, Medical Device, Robotics"
Digimaze,2022-03-29,700000,Seed,https://www.linkedin.com/company/digimaze-marketing/,https://digimaze.io/,"Advertising, Digital Marketing, Social Media"
QuantoAgro,2023-03-13,650000,Seed,https://www.linkedin.com/company/quantoagro,https://quantoagro.co,"Agriculture, Farming"
Sapio Analytics,2023-03-01,30000000,Seed,https://www.linkedin.com/company/sapio-analytics/,https://www.sapioanalytics.com/,"Data Visualization, Government, Information Services"
Metvy,2022-04-01,,Seed,https://www.linkedin.com/company/13711550/,https://www.metvy.com,"E-Learning, EdTech, Information Technology"
Repos energy,2022-05-17,560000000,Seed,https://www.linkedin.com/company/repos-energy-india-pvt-ltd/,https://reposenergy.com/,"E-Commerce, Electrical Distribution, Energy"
Crepdog Crew,2023-01-11,,Seed,https://www.linkedin.com/company/crepdog-crew,https://www.linkedin.com/company/crepdog-crew,"E-Commerce, Fashion, Shoes"
Ganit,2022-07-12,,Seed,https://www.linkedin.com/company/ganit-inc,https://ganitinc.com,"Artificial Intelligence (AI), Data Management, Database"
Vehiclecare,2023-07-11,,Seed,https://www.linkedin.com/company/vehiclecare/,https://www.vehiclecare.in,"Automotive, Software"
BattRE Electric Mobility,2022-11-03,,Seed,https://www.linkedin.com/company/battre/,https://www.battre.in/,"Automotive, Energy"
Fixigo,2022-11-17,,Seed,https://www.linkedin.com/company/fixigo/?originalSubdomain=in,https://www.fixigo.in/,"Automotive, Retail, Service Industry"
Sheerdrive,2023-06-08,,Seed,https://www.linkedin.com/company/sheerdrive,https://www.sheerdrive.in/home,"Information Technology, Software"
Mindra Green Energy,2022-01-01,,Seed,https://www.linkedin.com/company/mindra-green-energy-llp,https://mindragreen.com/,"Energy, Environmental Consulting, Renewable Energy"
Phree,2024-02-09,,Pre-Seed,https://www.linkedin.com/company/phree-for-safety,https://www.phree.co,"Apps, Mobile Apps, Public Safety"
Hi Digital Media Enterprises,2022-03-10,,Pre-Seed,https://www.linkedin.com/company/hidigitalmediaenterprises,https://hidigitalmediagroup.in,"Advertising, Consulting, E-Commerce"
Molitics,2022-03-28,,Seed,https://www.linkedin.com/company/molitics?trk=public_profile_experience-item_profile-section-card_image-click,https://www.molitics.in/,"Apps, Journalism, Media and Entertainment"
Flick Studios,2024-01-01,,Seed,https://www.linkedin.com/company/flick-studios-pvt-ltd/,https://flickstudios.co.in/,"Apps, Content, Media and Entertainment"
OneAssure,2023-03-09,,Seed,https://www.linkedin.com/company/oneassure,https://www.oneassure.in,"Health Insurance, Insurance"
TechCurators,2022-02-03,8400000,Seed,https://www.linkedin.com/company/techcurators,https://www.techcurators.in,"Artificial Intelligence (AI), Cloud Computing"
iMumz,2022-07-07,2019000,Seed,https://www.linkedin.com/company/pruoo,https://imumz.com,"Health Care, Software"
Gear Head Motors,2022-12-28,60000000,Seed,https://www.linkedin.com/company/gear-head-motors,https://ghmev.com/,Electric Vehicle
NAYAN,2024-10-07,2000000,Seed,https://www.linkedin.com/company/nayancam,https://nayan.co/,"Analytics, Artificial Intelligence (AI)"
runo,2024-04-22,1500000,Seed,https://www.linkedin.com/company/runo-crm/,https://www.runo.in,"Call Center, CRM"
YNOS Venture Engine CC,2022-01-10,25000000,Seed,https://www.linkedin.com/company/ynos-venture-engine/about/,https://www.ynos.in/,"Analytics, Venture Capital"
Uravu Labs,2024-10-21,,Seed,https://www.linkedin.com/company/uravu-labs/,https://www.uravulabs.com/,"Energy, Renewable Energy"
Krishify,2022-02-22,3500000,Seed,https://www.linkedin.com/company/krishifyapp,https://krishify.com,"Agriculture, AgTech"
Satyukt,2023-06-13,100000000,Seed,https://www.linkedin.com/company/satyukt/,https://satyukt.com/,"Agriculture, Analytics"
PerspectAI,2022-03-28,10000000,Seed,https://www.linkedin.com/company/perspect-ai,https://perspect.ai,"Artificial Intelligence (AI), Human Resources"
Ossus Biorenewables,2023-04-05,197000000,Seed,https://www.linkedin.com/company/ossus-biorenewables/about/,https://www.ossusbio.com/,"Clean Energy, Renewable Energy"
Bookingjini,2024-01-25,,Seed,https://www.linkedin.com/company/7795107/,https://bookingjini.com,"Hospitality, Information Technology"
B:Live,2023-01-21,,Seed,https://www.linkedin.com/company/bliveindia/mycompany/,https://blive.co.in/,"Clean Energy, Electric Vehicle"
Nira,2022-02-10,186800000,Seed,https://www.linkedin.com/company/nirafinance/?originalSubdomain=in,https://www.nirafinance.com/,"Credit, Financial Services"
EventBeep,2022-01-07,3000000,Seed,https://www.linkedin.com/company/eventbeep-entertainment/,https://www.eventbeep.com/,"Events, Internet"
MatchLog,2024-04-25,1500000,Seed,https://www.linkedin.com/company/matchlog-solutions-pvt-ltd/,https://matchlog.delivery/,"Logistics, Supply Chain Management"
Ai Health Highway,2024-10-04,1000000,Seed,https://www.linkedin.com/company/ai-highway-inc,https://aisteth.com/,"Artificial Intelligence (AI), Health Care"
Raptee Energy,2024-06-26,,Seed,https://www.linkedin.com/company/14431295/,https://www.rapteeenergy.com,"Automotive, Electric Vehicle"
InfinityBox,2022-10-19,66000000,Seed,https://www.linkedin.com/company/infinitybox,https://getinfinitybox.com/,Packaging Services
MiClient,2024-08-12,39000000,Seed,http://www.linkedin.com/company/miclient,https://www.miclient.ai,"Chemical, CRM"
OnePlay,2023-03-03,1800000,Seed,https://in.linkedin.com/company/oneplay-world,https://www.oneplay.in/,"Apps, Cloud Computing"
Pocketly,2022-03-02,2000000,Seed,https://www.linkedin.com/company/pocketly/,https://www.pocketly.in,"Internet, Micro Lending"
Beyobo,2024-05-13,67000000,Seed,https://www.linkedin.com/company/beyobo,https://beyobo.com/,"E-Commerce, Trade Shows"
Eunimart,2023-02-02,10000000,Seed,https://www.linkedin.com/company/eunimartltd/,https://eunimart.com/,"E-Commerce Platforms, Enterprise Software"
SportVot,2024-02-05,94000000,Seed,https://www.linkedin.com/company/sportvot/,https://sportvot.com/,"Sports, Video Streaming"
Aliste Technologies,2023-12-12,83000000,Seed,https://www.linkedin.com/company/alistetechnologies,https://www.alistetechnologies.com/,"Consumer Electronics, Manufacturing"
TurboHire,2022-09-20,2000000,Seed,https://www.linkedin.com/company/turbohire,https://turbohire.co,"Artificial Intelligence (AI), B2B"
InCruiter,2024-01-08,11000000,Seed,https://linkedin.com/in/incruiter,https://incruiter.com,"Human Resources, Information Services"
RAS Luxury Oils,2023-04-11,123000000,Seed,https://www.linkedin.com/company/ras-luxury-oils/,https://www.rasluxuryoils.com/,"Cosmetics, Organic"
GetWork,2023-02-20,70000000,Seed,https://www.linkedin.com/company/getworknow,https://getwork.org,"College Recruiting, Education"
Credit Fair,2022-12-14,150000000,Seed,https://www.linkedin.com/company/credit-fair/,https://creditfair.in/,"Financial Services, FinTech"
EUME,2024-06-21,150000000,Seed,https://www.linkedin.com/company/eumeworld,https://www.eumeworld.com/,"Brand Marketing, Direct Sales"
DOQFY,2023-02-13,75000000,Seed,https://www.linkedin.com/company/doqfy/,https://doqfy.in/,"Information Services, Legal"
QpiAI,2024-06-21,6500000,Seed,https://www.linkedin.com/company/qpiai/,https://qpiai.tech,"Artificial Intelligence (AI), Computer"
MyWays.ai,2023-08-31,8000000,Seed,https://www.linkedin.com/company/followingmyways,https://www.myways.ai/,"Artificial Intelligence (AI), Corporate Training"
Padcare Labs,2024-10-01,15800000,Seed,https://www.linkedin.com/company/padcare-labs-pvt-ltd/?originalSubdomain=in,https://www.padcarelabs.com/,"Industrial Engineering, Waste Management"
LAIQA,2024-08-28,150000000,Seed,https://www.linkedin.com/company/ourlaiqa,https://mylaiqa.com,"Consumer Goods, Personal Health"
Bold Care,2022-06-22,22000,Seed,https://in.linkedin.com/company/bold-care,https://boldcare.in/,"Health Care, Men's"
NOTO,2023-03-16,2000000,Seed,https://www.linkedin.com/company/noto-low-calorie-healthy-ice-cream/,https://www.eatnoto.com/,"Consumer Goods, E-Commerce"
TEAL,2023-01-01,,Seed,https://www.linkedin.com/company/terra-economics-and-analytics-lab,https://tealindia.in,"Analytics, Finance"
Jimmy's Cocktails,2023-12-01,122000000,Seed,https://www.linkedin.com/company/radiohead-brands/,https://jimmyscocktails.com/,"Consumer Goods, Food and Beverage"
Mylapay,2024-01-10,46000000,Seed,https://www.linkedin.com/company/31164258/,https://mylapay.com/,FinTech
Simyog Technology,2023-12-14,200000000,Seed,https://www.linkedin.com/company/simyog-technology/,https://www.simyog.com/,"Computer, Information Technology"
Roopya,2023-06-24,50900000,Seed,https://www.linkedin.com/company/roopya-money,https://roopya.money,"Analytics, Big Data"
actyv.ai,2023-01-10,7000000,Seed,https://www.linkedin.com/company/actyv/,https://www.actyv.ai/,"Artificial Intelligence (AI), B2B"
TWF Flours,2024-02-28,120000000,Seed,https://www.linkedin.com/company/twfflours/,https://twfflours.com/app,"Food and Beverage, Food Processing"
Endimension,2024-04-25,60000000,Seed,https://www.linkedin.com/company/endimension-technology-private-limited/,https://www.endimension.com/,"Artificial Intelligence (AI), Information Technology"
HireSure,2023-02-15,207000000,Seed,https://www.linkedin.com/company/hiresure/,https://www.hiresure.ai,"Artificial Intelligence (AI), Human Resources"
AGROWAVE,2022-01-21,2000000,Seed,https://in.linkedin.com/company/agrowave,https://agrowave.in/,"Agriculture, AgTech"
GIBots,2023-02-28,41300000,Seed,https://www.linkedin.com/company/gibots/,https://www.gibots.com/,"Artificial Intelligence (AI), Information Services"
Voiceoc,2023-03-02,30000000,Seed,https://www.linkedin.com/company/voiceoc,https://www.voiceoc.com/,"Health Care, Software"
TSAW,2022-09-06,,Seed,https://www.linkedin.com/company/tsawdrones/,https://www.tsaw.tech,"Drone Management, Drones"
TrayamBhu Tech Solutions,2022-02-08,42000000,Seed,https://www.linkedin.com/company/trst01/about/,https://trst01.com/,"Blockchain, Information Technology"
Sploot,2023-09-04,800000,Seed,https://in.linkedin.com/company/wesploot,https://www.sploot.space,"Consumer Applications, Health Care"
MediSimVR,2022-03-24,35000000,Seed,https://www.linkedin.com/company/medisim-vr,https://medisimvr.com/,"EdTech, Education"
Supersourcing,2024-07-18,,Seed,https://www.linkedin.com/company/supersrcing/,https://supersourcing.com/,"Enterprise Software, Freelance"
Bintix,2022-09-21,2500000,Seed,https://www.linkedin.com/company/bintix,https://www.bintix.com/home,"Consumer, Waste Management"
Finsall Resources,2024-06-12,150000000,Seed,https://www.linkedin.com/company/finsall,https://finsall.com,"Financial Services, Insurance"
Offee,2023-11-08,52500000,Seed,https://www.linkedin.com/company/offee-digital/,https://www.offee.in/,"Education, Higher Education"
Naagin,2024-03-13,60395,Seed,https://www.linkedin.com/company/naaginsauce,https://naaginsauce.com/,"Consumer Goods, Food and Beverage"
Workruit,2022-10-17,500000,Seed,https://www.linkedin.com/company/workruit,https://workruit.com,"Employment, Human Resources"
Bytebeam,2022-05-12,3000000,Seed,https://in.linkedin.com/company/bytebeam,https://bytebeam.io,Internet of Things
StepSetGo,2022-09-01,,Seed,https://www.linkedin.com/company/stepsetgo/,https://stepsetgo.com/,"Apps, Fitness"
RACEnergy,2023-05-09,3000000,Seed,https://www.linkedin.com/company/racenergy,https://www.racenergy.in,"Automotive, Battery"
OneStack,2023-07-12,2000000,Seed,https://www.linkedin.com/company/onestack-india,https://onestack.in,"Banking, Financial Services"
Papa Pawsome,2024-02-05,33500000,Seed,https://www.linkedin.com/company/papa-pawsome/,https://www.papapawsome.com/,"Pet, Service Industry"
Aqgromalin,2022-01-27,5250000,Seed,https://www.linkedin.com/company/aqgromalin/about/,https://www.aqgromalin.com/,"Agriculture, Farming"
WareIQ,2022-08-01,,Seed,https://www.linkedin.com/company/wareiq,https://www.wareiq.com,"B2B, E-Commerce"
savart,2022-09-22,1500000,Seed,https://www.linkedin.com/company/svobodha/,https://savart.com,"Advice, Crowdfunding"
Anar,2024-01-01,,Seed,https://www.linkedin.com/company/anar-app/about/,https://anar.biz/,"Apps, B2B"
Lal10,2022-07-19,4000000,Seed,https://www.linkedin.com/company/lal10-com,https://lal10.com,"Consumer Goods, E-Commerce"
ReFit Global,2024-02-21,20000000,Seed,https://www.linkedin.com/company/refit-global,https://refitglobal.com,"Electronics, Recycling"
O'RIGHT,2024-09-24,83000000,Seed,https://www.linkedin.com/company/o-right,https://oright.io,"Blockchain, Consulting"
NWORX,2022-12-20,77500000,Seed,https://www.linkedin.com/company/nworx-ai/about/,https://www.nworx.ai/,"Artificial Intelligence (AI), Generative AI"
TraceX Technologies,2023-06-20,,Seed,https://www.linkedin.com/company/tracextech/?originalSubdomain=in,https://tracextech.com/,"Agriculture, Blockchain"
O' Be Cocktails,2023-11-09,,Seed,https://www.linkedin.com/company/obecocktails/,https://www.obecocktails.com/,"Food and Beverage, Wine And Spirits"
Hoovu Fresh,2023-01-04,10000000,Seed,https://www.linkedin.com/company/hoovu-fresh/,https://hoovufresh.com/,"Delivery, Flowers"
Truliv,2023-06-21,120000000,Seed,https://www.linkedin.com/company/trulivcoliving/,https://truliv.in,"Hospitality, Real Estate"
Mestastop Solutions,2023-10-19,45000000,Seed,https://www.linkedin.com/company/mestastop-solutions/,https://mestastop.com/,"Biotechnology, Life Science"
BizzO,2022-05-05,150000000,Seed,https://www.linkedin.com/company/bizzo-app/,https://bizzo.in/,"Analytics, Enterprise Applications"
Acculi Labs,2024-08-01,1500000,Seed,https://www.linkedin.com/company/acculi-labs/,https://www.lyfas.com/,"Health Care, Health Diagnostics"
The Renal Project,2022-02-03,,Seed,https://www.linkedin.com/company/therenalproject,https://www.therenalproject.com/,"Health Care, Health Diagnostics"
Nutrizoe,2024-04-10,209108,Seed,https://www.linkedin.com/company/nutrizoe/,https://www.nutrizoe.com,"Consumer Goods, E-Commerce"
A Toddler Thing,2023-01-05,22000000,Seed,https://www.linkedin.com/company/a-toddler-thing,https://www.atoddlerthing.com,"Apparel, Baby"
PeAr Technologies,2024-01-29,47877,Seed,https://www.linkedin.com/company/14494257/admin/,https://www.peartech.in/,"Apps, Artificial Intelligence (AI)"
Mom's Home,2024-01-29,50000000,Seed,https://www.linkedin.com/company/momshome-private-limited,https://www.momshome.in,"Baby, Fashion"
Finvu,2022-07-06,2500000,Seed,https://www.linkedin.com/company/finvu-cookiejar-technologies/,https://finvu.in/,"Finance, Financial Services"
IG Drones,2024-10-01,1000000,Seed,https://www.linkedin.com/company/igdrones/,https://igdrones.com/,Location Based Services
PickMyWork,2024-05-31,,Seed,https://www.linkedin.com/company/pickmywork/mycompany/?viewAsMember=true,https://pickmywork.com/,FinTech
GamerJi Esports,2022-11-30,3000000,Seed,https://www.linkedin.com/company/gamerji/,https://www.gamerji.com/,"eSports, Gaming, Video Games"
Ment Tech,2022-01-04,5200000,Seed,https://www.linkedin.com/company/menttechlabs/,https://ment.tech/,"Artificial Intelligence (AI), Blockchain, Cryptocurrency, Financial Exchanges"
The Tarzan Way,2022-01-31,2400000,Pre-Seed,https://www.linkedin.com/thetarzanway,https://www.thetarzanway.com,"Artificial Intelligence (AI), B2C, Tour Operator, Travel"
Hempstreet Medicare,2023-11-28,83000000,Seed,https://www.linkedin.com/company/hempstreetindia,https://www.hempstreet.in,"Alternative Medicine, Cannabis"
Aerostrovilos Energy,2022-01-18,35000000,Seed,https://www.linkedin.com/company/aerostrovilos/,https://www.aerostrovilos.com/,"Automotive, Energy, Environmental Engineering, Manufacturing"
Vanity Wagon,2022-10-07,2000000,Seed,https://www.linkedin.com/company/vanity-wagon/,https://vanitywagon.in/,"Beauty, Cosmetics, E-Commerce"
Devnagri,2024-07-24,,Seed,https://www.linkedin.com/company/thedevnagri/,https://www.devnagri.com,"Artificial Intelligence (AI), Developer APIs, Machine Learning, Natural Language Processing"
Campus 365,2022-01-06,21500000,Seed,https://www.linkedin.com/company/campus365/,https://www.campus365.io,"Education, Software"
Starya,2023-06-19,2000000,Seed,https://www.linkedin.com/company/staryamobility/,https://www.starya.in/,Electric Vehicle
Benovymed Healthcare,2022-01-05,500000,Seed,https://www.linkedin.com/in/mahendrasingh1,https://www.benovymed.com,"Artificial Intelligence (AI), Blockchain, Cloud Computing, Health Care"
Walrus,2022-12-01,,Seed,https://www.linkedin.com/company/clubwalrus,https://walrus.club,"Financial Services, FinTech, Information Technology"
SafEarth,2023-06-21,35000000,Seed,https://www.linkedin.com/company/safearth-clean-technologies-pvt-ltd,https://www.safearth.in/,"CleanTech, Software, Solar"
Slang Labs,2022-03-29,480000,Seed,https://www.linkedin.com/company/13417996/,https://slanglabs.in,"Natural Language Processing, Software, Speech Recognition"
Edgistify,2022-12-04,900000,Seed,https://www.linkedin.com/company/edgistify-givingedgetoyoursupplychain,https://www.edgistify.com,"Information Technology, Logistics, Supply Chain Management, Warehousing"
Impactsure Technologies,2022-08-29,1000000,Seed,https://www.linkedin.com/company/impactsure-technologies-pvt-ltd/,https://www.impactsure.com,"Banking, Consulting, Financial Services, FinTech"
TheLightbulb.ai,2022-07-05,1500000,Pre-Seed,https://www.linkedin.com/company/getthelightbulb,https://thelightbulb.ai,"Analytics, Artificial Intelligence (AI), E-Learning, Predictive Analytics"
Plugzmart,2022-12-20,36300000,Seed,https://www.linkedin.com/company/plugzmart/,https://www.plugzmart.com,"Charging Infrastructure, Electric Vehicle, Mobile Apps"
Oneistox,2023-04-12,1200000,Seed,https://www.linkedin.com/company/one-x-india/,https://oneistox.in/,"Architecture, EdTech, Education"
Agrograde,2022-07-04,,Seed,https://www.linkedin.com/company/agrograde/,https://www.agrograde.com,"Agriculture, AgTech, Artificial Intelligence (AI), Industrial Automation"
