Company Name,Funded Date,Funded Amount,Fund Type,Company Linkedin Url,Website,Industries
MedLink Jobs,2021-09-04,550000,Seed,http://linkedin.com/in/manojvaddepally,https://www.medlinkjobs.com/,"Human Resources, Software"
COINGINI,2021-01-06,,Seed,https://www.linkedin.com/company/coingini,https://coingini.com,"Bitcoin, Blockchain, Cryptocurrency"
Kinectify,2022-01-16,660000,Seed,https://www.linkedin.com/company/kinectify/,https://kinectlfy.com,"Financial Services, SaaS"
Zevello,2022-01-16,1000000,Pre-Seed,https://www.linkedin.com/company/92629560/admin/,https://zevello.com/,"Marketplace, Real Estate"
YardDrone,2022-09-25,500000,Pre-Seed,https://www.linkedin.com/company/yarddronetech,https://www.yarddrone.com/,"Aerospace, Artificial Intelligence (AI), Drones"
DevIndiGG,2021-01-15,2000000,Seed,https://www.linkedin.com/company/devindigg/,https://devindigg.com/,AI
WriteBox,2022-05-05,2000000,Pre-Seed,https://www.linkedin.com/company/writebox,https://writebox.co,"EdTech, Education, Information Technology"
Bevysquare,2023-01-05,350000,Seed,https://www.linkedin.com/company/87381233,https://bevysquare.com,"Social Media, Social Media Advertising"
StationX,2023-01-05,50000,Pre-Seed,https://www.linkedin.com/company/stationxnetwork,https://stationx.network,"Blockchain, Cryptocurrency"
Octexworld Group Of Companies,2021-11-01,45000,Pre-Seed,https://in.linkedin.com/company/octexworld,https://www.octexworld.com,Digital Media
The DriveSales™,2022-01-05,100000,Pre-Seed,https://www.linkedin.com/company/thedrivesales/,https://thedrivesales.com/,"EdTech, Education, Human Resources"
WOXX CLOTHING,2022-08-29,500000,Pre-Seed,https://www.linkedin.com/company/woxxclothing,https://www.woxxclothing.com,Fashion
Kuvaka Tech,2022-01-25,20000,Pre-Seed,https://www.linkedin.com/company/kuvaka/,https://www.kuvaka.io/,"Blockchain, Information Services, Information Technology"
ThoughtCoders LLP,2021-06-30,25000,Seed,https://www.linkedin.com/in/thoughtcoders,https://thoughtcoders.com/,"Application Performance Management, E-Commerce, Enterprise Software"
Accentec,2023-03-12,250000,Seed,https://www.linkedin.com/company/theaccentec,https://accentec.co,"Consulting, Developer Tools, Internet of Things"
enciser,2023-05-09,150000,Pre-Seed,https://www.linkedin.com/company/enciserindia/,https://www.enciser.com,"Energy Management, Internet of Things, Smart Home"
talam.shop,2021-12-25,60000,Pre-Seed,https://linkedin.com/company/talamdotshop,https://talam.shop,"E-Commerce, Marketplace, Online Portals"
Legalitis,2023-04-15,50000,Pre-Seed,https://www.linkedin.com/company/legalitis-in/,https://www.legalitis.in/,"Accounting, Consulting, Legal Tech"
Trylaa,2023-01-27,120000,Pre-Seed,https://www.linkedin.com/company/trylaaofficial/,https://www.trylaa.com,AI
Insightful Metrics™,2023-08-08,5000,Pre-Seed,https://www.linkedin.com/company/insightfulmetrics/,https://www.insightfulmetrics.in/,"Analytics, Business Development, Consulting"
BITBUILDERS TECHNOLOGIES PVT LTD,2022-09-17,50000,Pre-Seed,https://www.linkedin.com/company/codify-pvt-ltd/,https://codifyltd.in/,"Information Technology, Software, Web Design"
CNStechs,2021-02-01,10000,Pre-Seed,https://in.linkedin.com/company/cns-techs,https://cnstechs.com/,"Consulting, Information Technology, Software"
OpeninApp,2021-02-01,,Seed,https://www.linkedin.com/company/openinapp,https://openinapp.com,"Artificial Intelligence (AI), Content Creators, Machine Learning"
Brisk Media,2023-02-14,35000,Pre-Seed,https://www.linkedin.com/company/briskmediain/,https://briskmedia.hypnosys.in,"Creative Agency, Media and Entertainment, Publishing"
TensorGo Software Private Limited,2023-08-16,,Seed,https://www.linkedin.com/company/tensorgo-software,https://www.tensorgo.com,"Analytics, Artificial Intelligence (AI), Facial Recognition"
Thriving Springs,2023-08-16,,Pre-Seed,https://www.linkedin.com/company/thriving-springs,https://www.thrivingsprings.ai,"Artificial Intelligence (AI), Education, Training"
Lexter Solutions,2023-02-10,20000,Seed,https://www.linkedin.com/company/lextersolutions/,https://lexter.hypnosys.in,"E-Commerce, Information Technology, Internet"
Mitigata- Smart Cyber Insurance,2021-09-21,,Seed,https://in.linkedin.com/company/mitigata-cyber-insurance,https://mitigata.com/,"Cyber Security, InsurTech"
Serri,2022-11-09,,Seed,https://www.linkedin.com/company/serri/,https://www.serri.club/,"Artificial Intelligence (AI), B2B, Communities"
Fyno,2022-07-30,,Seed,https://www.linkedin.com/company/fyno-io/,https://fyno.io,Software
Intoglo,2022-07-30,,Seed,https://www.linkedin.com/company/intoglo,https://www.intoglo.com,"Freight Service, Logistics, Shipping"
SuperHire,2023-05-30,,Seed,https://www.linkedin.com/company/superhirenet,https://www.superhire.net,"Consulting, Human Resources, Recruiting"
Salesgear,2021-04-02,,Seed,https://www.linkedin.com/company/salesgeario/,https://salesgear.io,"SaaS, Software"
Wiraa,2022-05-18,,Seed,https://www.linkedin.com/company/wiraa,https://wiraa.com,"Internet, Professional Services"
Hotelzify,2023-03-13,,Seed,https://www.linkedin.com/company/hotelzify/,https://www.hotelzify.com/,"Developer Platform, Hotel, Software"
Xindus,2023-03-13,,Seed,https://www.linkedin.com/company/xindusforexim/,https://www.xindus.net/,"Information Technology, Software, Technical Support"
Switch My Loan,2021-03-22,,Seed,https://www.linkedin.com/company/75155868/admin/,https://switchmyloan.in/,"Consulting, Financial Services, FinTech"
Elevate Now,2021-03-22,,Pre-Seed,https://www.linkedin.com/company/elevate-now-health,https://www.joinelevatenow.com/,"Fitness, Health Care, Medical"
EnglishYaari,2021-10-25,,Pre-Seed,https://linkedin.com/company/79763634/,https://englishyaari.com/,Education
Jetapult,2021-10-25,,Seed,https://www.linkedin.com/company/jetapult/,https://www.jetapult.me/,"Gaming, Marketing, Venture Capital"
MealPe,2023-03-14,,Pre-Seed,https://www.linkedin.com/company/99938142/,https://www.mealpe.app,"Mobile Apps, Office Supplies, Point of Sale"
Gytree.com,2023-03-14,,Seed,https://www.linkedin.com/company/gytree,https://gytree.com/contact-us,"Health Care, Home Health Care"
Trezix Software Pvt Limited,2022-01-17,1200000,Seed,https://www.linkedin.com/company/trezix-innovation,https://trezix.io,"Information Technology, Internet"
Skills Caravan,2022-01-17,,Seed,https://www.linkedin.com/company/skills-caravan/,https://www.skillscaravan.com/,"E-Learning, EdTech, Education"
NbliK,2021-04-11,,Seed,https://www.linkedin.com/company/nblik/,https://www.nblik.com,"Communities, Generative AI, Information Services"
Dream Aerospace,2021-09-05,,Pre-Seed,https://www.linkedin.com/company/dream-aerospace/,https://www.dreamaerospace.in/,"Aerospace, GreenTech, Manufacturing"
Chaupal OTT,2021-05-29,,Seed,https://www.linkedin.com/company/chaupal-ott/mycompany/,https://chaupal.tv,"Video on Demand, Video Streaming"
GoodGudi,2021-05-29,,Seed,https://www.linkedin.com/company/goodgudi,https://www.goodgudi.com,"Fashion, Lifestyle, Retail"
Tegro,2022-02-15,,Seed,https://www.linkedin.com/company/tegrofi,https://tegro.com,"Blockchain, Cryptocurrency, Gaming"
Yellow,2022-02-15,,Seed,https://www.linkedin.com/company/getyellowindia,https://getyellow.in/,"Advice, Financial Services, Legal"
Creativefuel,2020-12-17,,Seed,https://www.linkedin.com/company/creative-fuel-io/mycompany/,https://www.creativefuel.io/,"Advertising, Information Technology, Marketing"
Rupid,2022-07-01,,Pre-Seed,https://www.linkedin.com/company/rupid-india/,https://rupid.in/,"Financial Services, FinTech"
QPay,2022-01-20,,Seed,https://www.linkedin.com/company/qpay-fintech/,https://queepay.com/,"Financial Services, FinTech"
Blup,2021-09-22,,Seed,https://www.linkedin.com/company/bluptool/,https://www.blup.in/,AI
Pico Xpress,2021-09-22,,Seed,https://in.linkedin.com/company/pico-xpress,https://picoxpress.com/,"B2B, B2C, Digital Media"
Mahila Money,2021-09-22,,Seed,https://www.linkedin.com/company/mahilamoney,https://www.mahila.money,"Financial Services, Mobile, Small and Medium Businesses"
DealBasket,2021-09-22,,Seed,https://www.linkedin.com/company/dealbasket,https://www.dealbasket.co.in,"Consumer Goods, E-Commerce, Grocery"
InGelt Study Abroad,2023-01-01,,Pre-Seed,https://www.linkedin.com/company/ingeltstudyabroad/,https://ingeltstudyabroad.com/,"Career Planning, EdTech, Education"
IndieVisual,2021-08-04,,Pre-Seed,https://www.linkedin.com/company/indievisual-in,https://indievisual.in,"Advertising, Video Advertising, Video Editing"
Koinpr,2021-08-04,,Pre-Seed,https://linkedin.com/company/koinpr,https://www.koinpr.com,"Blockchain, Cryptocurrency, Marketing"
Zaamo,2021-07-06,,Seed,https://www.linkedin.com/company/zaamo?originalSubdomain=in,https://www.zaamo.co/,"Apparel, Fashion, Retail"
FarmOR,2021-03-19,,Pre-Seed,https://www.linkedin.com/company/farmor-ag,https://farmor.ag,"Agriculture, AgTech, Information Technology"
Autotext.app,2023-04-21,,Pre-Seed,https://www.linkedin.com/company/88403598/,https://autotext.app/,"Apps, Digital Marketing, Marketing Automation"
Startup Story,2021-01-22,,Seed,https://www.linkedin.com/company/startupstorymedia/,https://startupstorymedia.com/,"Consulting, Journalism, Market Research"
Nama Games,2022-03-09,,Pre-Seed,https://www.linkedin.com/company/66318997,https://nama.games,"Advertising Platforms, Casual Games, Gaming"
MomsKart,2021-04-09,,Pre-Seed,https://www.linkedin.com/company/momskart/,https://themomskart.com,"E-Commerce, Marketplace"
Elev8 India Sportz,2021-04-09,,Seed,https://www.linkedin.com/company/elev8-india-sportz-pvt-ltd/about/,https://www.yuvakabaddi.com/,Sports
Bizup,2021-04-09,,Seed,https://www.linkedin.com/company/bizup-app/,https://bizup.app/,"B2B, Consumer Goods, Fashion"
Cozycraft Homes,2023-01-15,,Pre-Seed,https://www.linkedin.com/company/cozycraft-homes,https://cozycrafthomes.com,Construction
Della Leaders Club,2023-01-15,,Seed,https://www.linkedin.com/company/della-leaders/,https://www.dellaleaders.com/,"Business Development, Consulting, Technical Support"
Produpak,2023-01-15,,Seed,https://www.linkedin.com/company/produpak-agro,https://produpak.com/,"Food and Beverage, Food Processing, Manufacturing"
Bridge Healthcare,2023-01-15,,Seed,https://www.linkedin.com/company/bridge-healthcare-pvt-ltd,https://www.bridgehealth.care,"Health Care, Hospital"
GoodHome,2023-01-15,,Seed,https://www.linkedin.com/company/goodhomeb2b?trk=profile-position,https://thegoodhome.co.in/,"Furniture, Supply Chain Management"
Keydemand,2023-01-15,,Seed,https://www.linkedin.com/company/keydemand,https://keydemand.in,"Commercial Real Estate, Leasing, PropTech"
Bharatcabs,2023-05-01,,Pre-Seed,https://www.linkedin.com/company/bharat-cabs/mycompany/?viewAsMember=true,https://bharatcabs.com/,Apps
Recyclebaba,2023-05-01,,Seed,https://www.linkedin.com/company/recyclebaba,https://recyclebaba.com,"Recycling, Waste Management"
Gharbar,2023-01-09,,Pre-Seed,https://www.linkedin.com/company/gharbar,https://gharbar.co.in/,"Property Management, Real Estate, Rental Property"
Cardsto Private Limited,2021-02-22,,Seed,https://www.linkedin.com/company/cardsto-private-limited,https://www.cardsto.in,"Banking, Financial Services, FinTech"
Sports Inddex,2021-03-31,,Seed,https://www.linkedin.com/company/sports-inddex/mycompany/?viewAsMember=true,https://sportsinddex.com/,"Fantasy Sports, Gaming"
Disecto,2021-06-06,,Pre-Seed,https://www.linkedin.com/company/disecto/,https://www.disecto.com/,"Cyber Security, Privacy, Software"
Aditya Avartan Technologies,2021-06-06,,Seed,https://www.linkedin.com/company/aditya-avartan-technologies-private-limited/,https://www.adityaavartan.com/,"Automotive, Manufacturing"
Clickzy Creative Technologies,2021-12-13,,Seed,https://www.linkedin.com/company/clickzy-creative-technologies/,https://clickzy.in/,Information Technology
Saventh,2021-12-13,,Seed,https://www.linkedin.com/company/saventh/,https://saventh.com/,"Finance, Financial Services"
Sconto,2021-12-13,,Seed,https://www.linkedin.com/company/scontolife/,https://www.sconto.ai/,"Information Technology, Software, Technical Support"
Mindcell Learning Resources,2021-12-13,,Seed,https://www.linkedin.com/company/mindcellofficial/,https://mindcell.in/,"Consulting, Education"
Oben Electric,2021-12-13,13952356,Seed,https://www.linkedin.com/company/oben-ev/,https://www.obenev.com/,"Automotive, Electric Vehicle"
BankSathi,2020-01-15,4000000,Seed,https://www.linkedin.com/company/banksathi,https://www.banksathi.com,"Finance, Financial Services"
Oorjaa,2020-01-15,53500000,Seed,https://www.linkedin.com/company/yatnavat-technologies-private-ltd/,https://www.oorjaa.tech/,"Logistics, Supply Chain Management"
XFlow,2020-01-15,10200000,Seed,https://www.linkedin.com/company/xflowpay,https://www.xflowpay.com,"Finance, FinTech"
Bluwheelz,2020-01-15,41000000,Seed,https://www.linkedin.com/company/bluwheelz,https://www.bluwheelz.co.in,"Logistics, Transportation"
Clinikally,2021-07-01,2600000,Seed,https://www.linkedin.com/company/clinikally/,https://www.clinikally.com/,"Beauty, Health Care"
Fello,2021-07-01,4000000,Seed,https://in.linkedin.com/company/fellofinance,https://www.fello.in,"Finance, Financial Services"
Neuphony,2020-10-16,,Seed,https://www.linkedin.com/company/neuphonyforu,https://www.neuphony.com,"Consumer Electronics, Electronics"
SoulUp,2020-10-16,50000000,Seed,https://www.linkedin.com/company/soulup1/,https://www.soulup.in/,"Health Care, Mental Health"
BatX Energies,2020-10-16,5000000,Seed,https://www.linkedin.com/company/batxenergies,https://batxenergies.com,"Energy, Environmental Engineering"
Cercle X,2020-10-16,,Seed,https://www.linkedin.com/company/infinitecercle,https://cerclex.com,"CleanTech, Pollution Control"
Greenikk,2020-01-14,33400000,Seed,https://www.linkedin.com/company/greenikk,https://greenikk.com,"Agriculture, AgTech"
Buyofuel,2020-01-14,550000,Seed,https://www.linkedin.com/company/buyofuel/,https://buyofuel.com/,"Marketplace, Oil and Gas"
Ctruh,2023-01-01,2000000,Seed,https://www.linkedin.com/company/ctruh,https://www.ctruh.com,"3D Technology, Augmented Reality"
Pluckk,2023-01-01,,Seed,https://www.linkedin.com/company/pluckk,https://www.pluckk.in/,"Food and Beverage, Fruit"
Hogr,2023-01-01,100000000,Seed,https://www.linkedin.com/company/hogr,https://www.hogr.app/,"Apps, Food and Beverage"
SkyServe,2020-06-12,1000000,Seed,https://www.linkedin.com/company/skyserve-ai,https://skyserve.ai/,"Aerospace, Embedded Software"
2070 Health,2020-06-12,30000000,Seed,https://www.linkedin.com/company/2070health,https://2070health.com,"Fitness, Health Care"
Capital Setu,2020-09-03,28000000,Seed,https://www.linkedin.com/company/capital-setu/,https://capitalsetu.com,"Finance, Financial Services"
insideFPV,2020-09-03,3500000,Seed,https://www.linkedin.com/company/inside-fpv/,https://www.insidefpv.com/,"3D Technology, Drone Management"
Slick App,2020-09-03,1600000,Seed,https://www.linkedin.com/company/weareslick,https://slickapp.co,"Apps, Internet"
Kidbea,2021-10-01,1000000,Seed,https://www.linkedin.com/company/kidbea,https://www.kidbea.com,"Children, E-Commerce"
branchX,2020-06-18,75000000,Seed,https://www.linkedin.com/company/branchx,https://www.branchx.in,"Financial Services, FinTech"
Officebanao,2020-06-18,,Seed,https://www.linkedin.com/company/officebanao,https://officebanao.com,"Information Technology, Internet"
Store My Goods,2020-06-18,83000000,Seed,https://www.linkedin.com/company/storemygoods,https://storemygoods.in,"Consumer, Service Industry"
Dil Foods,2022-04-01,2000000,Seed,https://www.linkedin.com/company/28686399,https://dilfoods.in,"Food and Beverage, Food Delivery"
Urvann,2022-04-01,,Seed,https://www.linkedin.com/company/urvann/,https://www.urvann.com/,"Farming, Marketplace"
upsurge,2022-04-01,,Seed,https://www.linkedin.com/company/upsurgeindia,https://upsurge.in,"E-Learning, Financial Services"
Cognecto,2020-11-17,40000000,Seed,https://www.linkedin.com/company/cognecto/,https://www.cognecto.com/,"Artificial Intelligence (AI), Construction"
Bharat Krushi Seva,2021-07-20,2000000,Seed,https://www.linkedin.com/company/bharat-krushi-seva,https://www.bharatkrushiseva.com,"Agriculture, AgTech"
Aerem,2021-07-20,3500000,Seed,https://www.linkedin.com/company/aeremofficial/,https://www.aerem.co/,"Finance, FinTech"
Goodmeetings,2021-07-20,,Seed,https://in.linkedin.com/company/goodmeetings,https://goodmeetings.ai,Artificial Intelligence (AI)
ShipEase Technologies,2021-07-20,82600000,Seed,https://www.linkedin.com/company/shipease-technologies-pvt-ltd,https://www.shipease.in,"Courier Service, Freight Service"
Peepul Tree,2021-07-20,500000000,Seed,https://www.linkedin.com/company/peepul-tree/about/,https://www.peepultree.world/,Art
Ohm Mobility,2021-07-20,30000000,Seed,https://www.linkedin.com/company/ohm-mobility,https://www.ohmmobility.com/,"Clean Energy, CleanTech"
EMO,2022-02-02,100000000,Seed,https://www.linkedin.com/company/emoenergy,https://www.EMOENERGY.IN,"CleanTech, Electric Vehicle"
TaxNodes,2022-02-02,131000000,Seed,https://www.linkedin.com/company/taxnodes/,https://www.taxnodes.com/,"Consulting, Cryptocurrency"
Requestly,2022-02-02,,Seed,https://www.linkedin.com/company/requestly,https://requestly.io,"Information Technology, Software"
Tealfeed,2021-04-25,1000000,Seed,https://www.linkedin.com/company/tealfeed,https://tealfeed.com/,"Blogging Platforms, Content Creators"
Knowl,2022-05-19,1000000,Seed,https://www.linkedin.com/company/knowlio,https://www.knowl.io,"Artificial Intelligence (AI), Content"
IndiaP2P,2022-05-19,,Seed,https://www.linkedin.com/company/indiap2p,https://www.indiap2p.com,"Financial Services, FinTech"
GROWiT,2022-05-19,,Seed,https://www.linkedin.com/company/growit-india,https://www.thegrowit.com/,"Agriculture, AgTech"
Frigate,2021-03-09,1500000,Seed,https://www.linkedin.com/company/frigates,https://frigate.ai,Manufacturing
Klaar,2021-06-01,800000,Seed,https://www.linkedin.com/company/klaarhrtech/,https://www.klaarhq.com,"Human Resources, Internet"
haeywa,2021-11-11,30000000,Seed,https://www.linkedin.com/company/haeywa,https://haeywa.ai,"Blockchain, FinTech"
EaseMyAI,2021-11-11,30000000,Seed,https://www.linkedin.com/company/ease-my-ai-pvt-ltd/about/,https://easemyai.com/,"Artificial Intelligence (AI), Industrial Automation"
Xetgo,2020-07-09,12500000,Seed,https://www.linkedin.com/company/xetgo/,https://www.xetgo.co/,Manufacturing
Sukham,2020-07-09,25000000,Seed,https://www.linkedin.com/company/sukhamlife/,https://sukham.life/,"Alternative Medicine, Health Care"
The Cube Club,2020-07-09,91000000,Seed,https://www.linkedin.com/company/the-cube-club,https://thecubeclub.com,"Fitness, Marketing"
Aurassure,2020-07-09,40000000,Seed,https://www.linkedin.com/company/aurassure,https://aurassure.com,"Environmental Consulting, Pollution Control"
NeuroPixel.AI,2020-07-09,,Seed,https://in.linkedin.com/company/neuropixel-ai,https://www.neuropixel.ai/,"Artificial Intelligence (AI), Computer Vision"
Barberaa,2020-08-26,,Seed,https://www.linkedin.com/company/barberaa,https://www.barberaa.com/,"Beauty, SaaS"
HeyoPhone,2020-08-26,41300000,Seed,https://www.linkedin.com/company/heyophone,https://www.heyophone.com/,Telecommunications
Mopedo,2020-08-07,20000000,Pre-Seed,https://www.linkedin.com/company/mopedo/mycompany/,https://mopedo.in/,"Air Transportation, Apps, Autonomous Vehicles, Battery"
Intents Mobi,2020-01-20,15000000,Seed,https://www.linkedin.com/company/31014064,https://intents.mobi,"Analytics, Logistics, Public Safety, Transportation"
Vegh Automobiles,2021-10-05,409000000,Seed,https://www.linkedin.com/company/veghautomobile/,https://thevegh.com/,"Automotive, Clean Energy, Electric Vehicle, Manufacturing"
PickMyAd,2020-06-03,13000000,Pre-Seed,https://www.linkedin.com/company/pickmyad,https://pickmyad.com/,"Advertising, Marketplace"
Whatmore,2022-07-01,650000,Pre-Seed,https://www.linkedin.com/company/whatmore/,https://www.whatmore.ai,"Generative AI, SaaS"
Video SDK,2021-01-01,1200000,Seed,https://www.linkedin.com/company/video-sdk/,https://www.videosdk.live,"Developer APIs, Developer Tools, Video Conferencing, Video Streaming"
Interval,2021-01-07,22500000,Pre-Seed,https://www.linkedin.com/company/team-intervals/,https://www.intervaledu.com,"Education, Training, Tutoring"
Swish Club,2021-01-07,1268253,Seed,https://www.linkedin.com/company/swishclubhq,https://swishclub.in,"B2B, E-Commerce Platforms, Enterprise Software, FinTech"
Selligion Technologies,2021-01-07,50000000,Seed,https://www.linkedin.com/company/selligion-technologies,https://www.selligion.com,"Computer, Consumer Electronics, E-Commerce, Hardware"
esportsXO,2020-06-19,,Seed,https://www.linkedin.com/company/66183587/admin/,https://esportsxo.gg/,"eSports, Gaming"
Tosko Technologies,2020-06-19,40000000,Seed,https://www.linkedin.com/company/tosko-technologies/,https://tosko.in,"EdTech, Information Technology, Software"
Metavian,2022-03-01,9000000,Seed,https://www.linkedin.com/company/metavian-technologies,https://www.metavian.tech,"Artificial Intelligence (AI), UX Design, Virtual Reality, Web Development"
Mad Over Buildings (mob),2021-12-21,17500000,Pre-Seed,https://www.linkedin.com/company/mad-over-buildings,https://madoverbuildings.com/,"Building Material, Construction, Green Building"
NumberOne Academy,2022-09-01,10000000,Pre-Seed,https://www.linkedin.com/company/number-one-academy/?viewAsMember=true,https://www.numberone.academy/,"Communities, Content Creators, EdTech"
Campalin Innovations,2022-06-02,1830792,Seed,https://in.linkedin.com/company/campalin,https://campalin.com/,"E-Learning, EdTech, Professional Networking"
Credwise,2022-05-09,12500000,Pre-Seed,https://in.linkedin.com/company/credwise-club,https://credwise.co.in,"Credit Cards, FinTech, Mobile Apps, Payments"
CheqUPI,2021-07-23,550000,Pre-Seed,https://www.linkedin.com/company/76199215/,https://www.chequpi.com,"Finance, FinTech, Payments"
MachineMaze Integration Services Pvt Ltd,2020-12-12,2750000,Seed,https://www.linkedin.com/company/machinemaze,https://www.machinemaze.com,Manufacturing
Red Basil Technologies,2021-01-29,,Seed,https://in.linkedin.com/company/redbasil,https://www.redbasil.in/,"Food and Beverage, Marketplace, Wholesale"
AllTrak,2021-11-16,42000000,Seed,https://www.linkedin.com/company/alltrakco,https://alltrak.co,"B2B, Health Care, SaaS"
MotorPedia,2023-09-25,590000,Pre-Seed,https://www.linkedin.com/company/motorpedia/,https://themotorpedia.com/,"Auto Insurance, Automotive, FinTech, SaaS"
WeAce,2023-09-25,1200000,Seed,https://www.linkedin.com/company/we-ace,https://we-ace.com/,"Career Planning, Communities, Corporate Training, E-Learning"
Pep,2023-09-25,2500000,Seed,https://www.linkedin.com/company/pep-live,https://pep.live,"Content, Internet, Mobile Apps, Social Network"
LanguifyAI,2023-09-25,,Seed,https://www.linkedin.com/company/languify/,https://www.languify.in/,"Artificial Intelligence (AI), E-Learning, Education, Language Learning"
TradingLeagues,2022-11-01,3500000,Seed,https://www.linkedin.com/showcase/tradingleagues/,https://www.tradingleagues.in/,"Education, Finance, Online Games"
Nxcar,2022-11-15,2300000,Seed,https://www.linkedin.com/company/nxcar/,https://www.nxcar.in/,AI
BoxPay Technologies,2023-05-01,1300000,Seed,https://www.linkedin.com/company/boxpay-tech,https://www.boxpay.tech,"E-Commerce, Financial Services, Payments"
EVINDIA,2023-01-03,,Pre-Seed,https://www.linkedin.com/company/evindiaonline/?lipi=urn%3Ali%3Apage%3Ad_flagship3_company%3BA9%2F8viu%2BSoO%2BPAOg4YzZOQ%3D%3D,https://evindia.online,"Electric Vehicle, Social Network"
Formi,2022-09-02,165000,Pre-Seed,https://www.linkedin.com/company/formi-net/mycompany/,https://formi.co.in,Ticketing
CloudMojo Tech Private Limited,2020-06-23,,Seed,https://www.linkedin.com/company/cloudmojo-tech-llp,https://cloudmojo.tech,"FinTech, Information Technology, Software"
Zyngo EV,2020-06-23,5000000,Seed,https://www.linkedin.com/company/zyngoofficial,https://zyngo.co.in,"Electric Vehicle, Last Mile Transportation, Transportation"
AcadAlly,2022-04-01,121000,Pre-Seed,https://www.linkedin.com/company/acadally/,https://acadally.ai,"Artificial Intelligence (AI), Business Intelligence, Education"
KOSMC AI,2022-07-10,100000,Pre-Seed,http://linkedin.com/company/kosmc,https://www.kosmc.ai,"Artificial Intelligence (AI), Chatbot, Marketing Automation"
Petmojo,2022-04-01,450000,Seed,https://www.linkedin.com/company/petmojo,https://petmojo.in,"Pet, Service Industry"
Showroom B2B,2022-01-03,6500000,Seed,https://www.linkedin.com/company/showroom-b2b/,https://www.showroomb2b.com/,"B2B, Fashion, Internet"
Biotb,2023-01-26,2800000,Seed,https://www.linkedin.com/company/biotb,https://biotb.com,"Health Care, Information Technology, Medical"
Panwars education,2022-02-08,100000,Pre-Seed,http://www.linkedin.com/company/panwarseducation/about/,https://panwarseducation.com/,EdTech
60Plus India,2022-05-06,35000,Pre-Seed,https://www.linkedin.com/company/60plusindia/,https://www.60plusindia.com/,"Customer Service, Elder Care"
TeslaVolts,2022-06-03,2000000,Seed,https://www.linkedin.com/company/teslavolts/,https://teslavolts.com/,"Charging Infrastructure, Consulting, Electric Vehicle"
Boxs,2022-05-12,1600000,Seed,https://www.linkedin.com/company/boxsin,https://boxs.in,"Apps, Architecture, Furniture"
iDesign.Market,2023-03-08,200000,Pre-Seed,https://www.linkedin.com/company/idesignmarket/,https://www.idesign.market/,"Marketplace, SaaS"
Chhotastock,2022-01-14,,Seed,https://www.linkedin.com/company/chhotastock,https://chhotastock.com/,Financial Services
Kursaha,2022-11-09,490000,Pre-Seed,https://www.linkedin.com/company/kursaha/,https://kursaha.com,"Generative AI, Machine Learning, Marketing Automation"
iMonk- A Creative Agency,2023-01-07,2500000,Pre-Seed,https://www.linkedin.com/company/internet-monk/,https://www.i-monk.in,"Information Technology, Social Media Marketing"
Petonic Infotech,2022-11-15,200000,Pre-Seed,https://www.linkedin.com/company/petonic-infotech/mycompany/?viewAsMember=true,https://www.petonic.in,"Analytics, Artificial Intelligence (AI), Asset Management"
AgriVijay,2020-06-25,30452,Seed,https://www.linkedin.com/company/agrivijay,https://www.agrivijay.com,"AgTech, Renewable Energy, Social Impact"
AgriFi,2020-06-19,100000,Seed,https://www.linkedin.com/company/agri-fi,https://www.agrifi.in,"Agriculture, AgTech, Credit"
GroupWe,2020-07-20,20000,Pre-Seed,https://in.linkedin.com/company/groupwe,https://www.groupwe.in/,Automotive
YardErp,2020-07-20,200000,Pre-Seed,https://www.linkedin.com/company/yarderp-for-education-industry/,https://www.yarderp.com/,"Artificial Intelligence (AI), Augmented Reality, EdTech"
Jobtrix | Powered by Kyla,2021-08-18,882000,Seed,https://www.linkedin.com/company/jobtrix,https://kyla.tech,"Employment, Human Resources, Information Technology"
Yexponent,2022-12-30,1000000,Seed,https://www.linkedin.com/company/yexponent/,https://yexponent.com,Virtual Reality
O'2 Nails India,2022-12-30,12400000,Seed,https://in.linkedin.com/company/o2nailsindia,https://www.o2nailsindia.com/,"Beauty, Cosmetics, Retail"
YardHotel,2020-09-25,200000,Pre-Seed,https://www.linkedin.com/company/yardhotel/?,https://yardhotel-frontend.vercel.app/,"Artificial Intelligence (AI), Hardware, Information Technology"
Cookr,2023-08-01,1000000,Pre-Seed,https://www.linkedin.com/company/cookr/,https://www.cookr.in,"Food and Beverage, Information Technology, Marketplace"
Momo Delights,2023-10-11,10000000,Seed,https://in.linkedin.com/company/momodelights,https://www.momodelights,"Food and Beverage, Food Delivery"
Aksum Trademart,2023-10-11,1000000,Seed,https://www.linkedin.com/company/aksum-trademart-private-limited/?original_referer=https%3A%2F%2Fwww%2Egoogle%2Ecom%2F&originalSubdomain=in,https://aksum.co.in/,"B2B, Online Portals, Supply Chain Management"
Gatoes,2023-10-11,61000,Pre-Seed,https://www.linkedin.com/company/gatoes/,https://www.gatoes.com/,"E-Commerce, Food and Beverage, Food Delivery"
Prepseed,2023-10-11,20000000,Seed,https://www.linkedin.com/company/prepseed,https://www.prepseed.com,"Consulting, EdTech, Information Services"
Strive,2023-10-11,50000,Pre-Seed,https://www.linkedin.com/company/strivenetwork,https://www.strv.network,"Blockchain, Education"
Eazybe,2023-10-11,,Seed,https://www.linkedin.com/company/eazybe,https://eazybe.com,"Apps, Information Technology, Messaging"
